-9.62279e-06 -0.0288675 -57.735 -57735 -9.62279e-06 -0.0288675 -57.735 -57735 -9.62279e-06 -0.0288675 -57.735 -57735
-7.69823e-05 -0.11547 -115.47 -57735 -7.69823e-05 -0.11547 -115.47 -57735 -7.69823e-05 -0.11547 -115.47 -57735
-0.000259815 -0.259808 -173.205 -57735 -0.000259815 -0.259808 -173.205 -57735 -0.000259815 -0.259808 -173.205 -57735
-0.000615858 -0.46188 -230.94 -57735 -0.000615858 -0.46188 -230.94 -57735 -0.000615858 -0.46188 -230.94 -57735
-0.00120285 -0.721688 -288.675 -57735 -0.00120285 -0.721688 -288.675 -57735 -0.00120285 -0.721688 -288.675 -57735
-0.0020689 -1.01036 -288.675 -0 -0.0020689 -1.01036 -288.675 -0 -0.0020689 -1.01036 -288.675 -0
-0.00322363 -1.29904 -288.675 -0 -0.00322363 -1.29904 -288.675 -0 -0.00322363 -1.29904 -288.675 -0
-0.00466705 -1.58771 -288.675 -0 -0.00466705 -1.58771 -288.675 -0 -0.00466705 -1.58771 -288.675 -0
-0.00639915 -1.87639 -288.675 -0 -0.00639915 -1.87639 -288.675 -0 -0.00639915 -1.87639 -288.675 -0
-0.00841994 -2.16506 -288.675 -0 -0.00841994 -2.16506 -288.675 -0 -0.00841994 -2.16506 -288.675 -0
-0.0107294 -2.45374 -288.675 -0 -0.0107294 -2.45374 -288.675 -0 -0.0107294 -2.45374 -288.675 -0
-0.0133276 -2.74241 -288.675 -0 -0.0133276 -2.74241 -288.675 -0 -0.0133276 -2.74241 -288.675 -0
-0.0162144 -3.03109 -288.675 -0 -0.0162144 -3.03109 -288.675 -0 -0.0162144 -3.03109 -288.675 -0
-0.0193899 -3.31976 -288.675 -0 -0.0193899 -3.31976 -288.675 -0 -0.0193899 -3.31976 -288.675 -0
-0.0228541 -3.60844 -288.675 -0 -0.0228541 -3.60844 -288.675 -0 -0.0228541 -3.60844 -288.675 -0
-0.026607 -3.89711 -288.675 -0 -0.026607 -3.89711 -288.675 -0 -0.026607 -3.89711 -288.675 -0
-0.0306486 -4.18579 -288.675 -0 -0.0306486 -4.18579 -288.675 -0 -0.0306486 -4.18579 -288.675 -0
-0.0349788 -4.47446 -288.675 -0 -0.0349788 -4.47446 -288.675 -0 -0.0349788 -4.47446 -288.675 -0
-0.0395978 -4.76314 -288.675 -0 -0.0395978 -4.76314 -288.675 -0 -0.0395978 -4.76314 -288.675 -0
-0.0445054 -5.05181 -288.675 -0 -0.0445054 -5.05181 -288.675 -0 -0.0445054 -5.05181 -288.675 -0
-0.0497017 -5.34049 -288.675 -0 -0.0497017 -5.34049 -288.675 -0 -0.0497017 -5.34049 -288.675 -0
-0.0551867 -5.62917 -288.675 -0 -0.0551867 -5.62917 -288.675 -0 -0.0551867 -5.62917 -288.675 -0
-0.0609604 -5.91784 -288.675 -0 -0.0609604 -5.91784 -288.675 -0 -0.0609604 -5.91784 -288.675 -0
-0.0670227 -6.20652 -288.675 -0 -0.0670227 -6.20652 -288.675 -0 -0.0670227 -6.20652 -288.675 -0
-0.0733737 -6.49519 -288.675 -0 -0.0733737 -6.49519 -288.675 -0 -0.0733737 -6.49519 -288.675 -0
-0.0800135 -6.78387 -288.675 -0 -0.0800135 -6.78387 -288.675 -0 -0.0800135 -6.78387 -288.675 -0
-0.0869419 -7.07254 -288.675 -0 -0.0869419 -7.07254 -288.675 -0 -0.0869419 -7.07254 -288.675 -0
-0.094159 -7.36122 -288.675 -0 -0.094159 -7.36122 -288.675 -0 -0.094159 -7.36122 -288.675 -0
-0.101665 -7.64989 -288.675 -0 -0.101665 -7.64989 -288.675 -0 -0.101665 -7.64989 -288.675 -0
-0.109459 -7.93857 -288.675 -0 -0.109459 -7.93857 -288.675 -0 -0.109459 -7.93857 -288.675 -0
-0.117542 -8.22724 -288.675 -0 -0.117542 -8.22724 -288.675 -0 -0.117542 -8.22724 -288.675 -0
-0.125914 -8.51592 -288.675 -0 -0.125914 -8.51592 -288.675 -0 -0.125914 -8.51592 -288.675 -0
-0.134575 -8.80459 -288.675 -0 -0.134575 -8.80459 -288.675 -0 -0.134575 -8.80459 -288.675 -0
-0.143524 -9.09327 -288.675 -0 -0.143524 -9.09327 -288.675 -0 -0.143524 -9.09327 -288.675 -0
-0.152762 -9.38194 -288.675 -0 -0.152762 -9.38194 -288.675 -0 -0.152762 -9.38194 -288.675 -0
-0.162288 -9.67062 -288.675 -0 -0.162288 -9.67062 -288.675 -0 -0.162288 -9.67062 -288.675 -0
-0.172104 -9.95929 -288.675 -0 -0.172104 -9.95929 -288.675 -0 -0.172104 -9.95929 -288.675 -0
-0.182207 -10.248 -288.675 -0 -0.182207 -10.248 -288.675 -0 -0.182207 -10.248 -288.675 -0
-0.1926 -10.5366 -288.675 -0 -0.1926 -10.5366 -288.675 -0 -0.1926 -10.5366 -288.675 -0
-0.203281 -10.8253 -288.675 -0 -0.203281 -10.8253 -288.675 -0 -0.203281 -10.8253 -288.675 -0
-0.214251 -11.114 -288.675 -0 -0.214251 -11.114 -288.675 -0 -0.214251 -11.114 -288.675 -0
-0.22551 -11.4027 -288.675 -0 -0.22551 -11.4027 -288.675 -0 -0.22551 -11.4027 -288.675 -0
-0.237057 -11.6913 -288.675 -0 -0.237057 -11.6913 -288.675 -0 -0.237057 -11.6913 -288.675 -0
-0.248893 -11.98 -288.675 -0 -0.248893 -11.98 -288.675 -0 -0.248893 -11.98 -288.675 -0
-0.261018 -12.2687 -288.675 -0 -0.261018 -12.2687 -288.675 -0 -0.261018 -12.2687 -288.675 -0
-0.273431 -12.5574 -288.675 -0 -0.273431 -12.5574 -288.675 -0 -0.273431 -12.5574 -288.675 -0
-0.286134 -12.846 -288.675 -0 -0.286134 -12.846 -288.675 -0 -0.286134 -12.846 -288.675 -0
-0.299124 -13.1347 -288.675 -0 -0.299124 -13.1347 -288.675 -0 -0.299124 -13.1347 -288.675 -0
-0.312404 -13.4234 -288.675 -0 -0.312404 -13.4234 -288.675 -0 -0.312404 -13.4234 -288.675 -0
-0.325972 -13.7121 -288.675 -0 -0.325972 -13.7121 -288.675 -0 -0.325972 -13.7121 -288.675 -0
-0.339829 -14.0007 -288.675 -0 -0.339829 -14.0007 -288.675 -0 -0.339829 -14.0007 -288.675 -0
-0.353974 -14.2894 -288.675 -0 -0.353974 -14.2894 -288.675 -0 -0.353974 -14.2894 -288.675 -0
-0.368408 -14.5781 -288.675 -0 -0.368408 -14.5781 -288.675 -0 -0.368408 -14.5781 -288.675 -0
-0.383131 -14.8668 -288.675 -0 -0.383131 -14.8668 -288.675 -0 -0.383131 -14.8668 -288.675 -0
-0.398143 -15.1554 -288.675 -0 -0.398143 -15.1554 -288.675 -0 -0.398143 -15.1554 -288.675 -0
-0.413443 -15.4441 -288.675 -0 -0.413443 -15.4441 -288.675 -0 -0.413443 -15.4441 -288.675 -0
-0.429032 -15.7328 -288.675 -0 -0.429032 -15.7328 -288.675 -0 -0.429032 -15.7328 -288.675 -0
-0.44491 -16.0215 -288.675 -0 -0.44491 -16.0215 -288.675 -0 -0.44491 -16.0215 -288.675 -0
-0.461076 -16.3101 -288.675 -0 -0.461076 -16.3101 -288.675 -0 -0.461076 -16.3101 -288.675 -0
-0.477531 -16.5988 -288.675 -0 -0.477531 -16.5988 -288.675 -0 -0.477531 -16.5988 -288.675 -0
-0.494274 -16.8875 -288.675 -0 -0.494274 -16.8875 -288.675 -0 -0.494274 -16.8875 -288.675 -0
-0.511307 -17.1762 -288.675 -0 -0.511307 -17.1762 -288.675 -0 -0.511307 -17.1762 -288.675 -0
-0.528628 -17.4648 -288.675 -0 -0.528628 -17.4648 -288.675 -0 -0.528628 -17.4648 -288.675 -0
-0.546237 -17.7535 -288.675 -0 -0.546237 -17.7535 -288.675 -0 -0.546237 -17.7535 -288.675 -0
-0.564136 -18.0422 -288.675 -0 -0.564136 -18.0422 -288.675 -0 -0.564136 -18.0422 -288.675 -0
-0.582323 -18.3309 -288.675 -0 -0.582323 -18.3309 -288.675 -0 -0.582323 -18.3309 -288.675 -0
-0.600799 -18.6195 -288.675 -0 -0.600799 -18.6195 -288.675 -0 -0.600799 -18.6195 -288.675 -0
-0.619563 -18.9082 -288.675 -0 -0.619563 -18.9082 -288.675 -0 -0.619563 -18.9082 -288.675 -0
-0.638616 -19.1969 -288.675 -0 -0.638616 -19.1969 -288.675 -0 -0.638616 -19.1969 -288.675 -0
-0.657958 -19.4856 -288.675 -0 -0.657958 -19.4856 -288.675 -0 -0.657958 -19.4856 -288.675 -0
-0.677589 -19.7742 -288.675 -0 -0.677589 -19.7742 -288.675 -0 -0.677589 -19.7742 -288.675 -0
-0.697508 -20.0629 -288.675 -0 -0.697508 -20.0629 -288.675 -0 -0.697508 -20.0629 -288.675 -0
-0.717716 -20.3516 -288.675 -0 -0.717716 -20.3516 -288.675 -0 -0.717716 -20.3516 -288.675 -0
-0.738212 -20.6403 -288.675 -0 -0.738212 -20.6403 -288.675 -0 -0.738212 -20.6403 -288.675 -0
-0.758997 -20.9289 -288.675 -0 -0.758997 -20.9289 -288.675 -0 -0.758997 -20.9289 -288.675 -0
-0.780071 -21.2176 -288.675 -0 -0.780071 -21.2176 -288.675 -0 -0.780071 -21.2176 -288.675 -0
-0.801434 -21.5063 -288.675 -0 -0.801434 -21.5063 -288.675 -0 -0.801434 -21.5063 -288.675 -0
-0.823085 -21.795 -288.675 -0 -0.823085 -21.795 -288.675 -0 -0.823085 -21.795 -288.675 -0
-0.845025 -22.0836 -288.675 -0 -0.845025 -22.0836 -288.675 -0 -0.845025 -22.0836 -288.675 -0
-0.867254 -22.3723 -288.675 -0 -0.867254 -22.3723 -288.675 -0 -0.867254 -22.3723 -288.675 -0
-0.889771 -22.661 -288.675 -0 -0.889771 -22.661 -288.675 -0 -0.889771 -22.661 -288.675 -0
-0.912577 -22.9497 -288.675 -0 -0.912577 -22.9497 -288.675 -0 -0.912577 -22.9497 -288.675 -0
-0.935672 -23.2383 -288.675 -0 -0.935672 -23.2383 -288.675 -0 -0.935672 -23.2383 -288.675 -0
-0.959055 -23.527 -288.675 -0 -0.959055 -23.527 -288.675 -0 -0.959055 -23.527 -288.675 -0
-0.982727 -23.8157 -288.675 -0 -0.982727 -23.8157 -288.675 -0 -0.982727 -23.8157 -288.675 -0
-1.00669 -24.1044 -288.675 -0 -1.00669 -24.1044 -288.675 -0 -1.00669 -24.1044 -288.675 -0
-1.03094 -24.393 -288.675 -0 -1.03094 -24.393 -288.675 -0 -1.03094 -24.393 -288.675 -0
-1.05548 -24.6817 -288.675 -0 -1.05548 -24.6817 -288.675 -0 -1.05548 -24.6817 -288.675 -0
-1.0803 -24.9704 -288.675 -0 -1.0803 -24.9704 -288.675 -0 -1.0803 -24.9704 -288.675 -0
-1.10542 -25.2591 -288.675 -0 -1.10542 -25.2591 -288.675 -0 -1.10542 -25.2591 -288.675 -0
-1.13082 -25.5477 -288.675 -0 -1.13082 -25.5477 -288.675 -0 -1.13082 -25.5477 -288.675 -0
-1.15651 -25.8364 -288.675 -0 -1.15651 -25.8364 -288.675 -0 -1.15651 -25.8364 -288.675 -0
-1.1825 -26.1251 -288.675 -0 -1.1825 -26.1251 -288.675 -0 -1.1825 -26.1251 -288.675 -0
-1.20877 -26.4138 -288.675 -0 -1.20877 -26.4138 -288.675 -0 -1.20877 -26.4138 -288.675 -0
-1.23533 -26.7024 -288.675 -0 -1.23533 -26.7024 -288.675 -0 -1.23533 -26.7024 -288.675 -0
-1.26217 -26.9911 -288.675 -0 -1.26217 -26.9911 -288.675 -0 -1.26217 -26.9911 -288.675 -0
-1.28931 -27.2798 -288.675 -0 -1.28931 -27.2798 -288.675 -0 -1.28931 -27.2798 -288.675 -0
-1.31673 -27.5685 -288.675 -0 -1.31673 -27.5685 -288.675 -0 -1.31673 -27.5685 -288.675 -0
-1.34445 -27.8572 -288.675 -0 -1.34445 -27.8572 -288.675 -0 -1.34445 -27.8572 -288.675 -0
-1.37245 -28.1458 -288.675 -0 -1.37245 -28.1458 -288.675 -0 -1.37245 -28.1458 -288.675 -0
-1.40074 -28.4345 -288.675 -0 -1.40074 -28.4345 -288.675 -0 -1.40074 -28.4345 -288.675 -0
-1.42932 -28.7232 -288.675 -0 -1.42932 -28.7232 -288.675 -0 -1.42932 -28.7232 -288.675 -0
-1.45819 -29.0119 -288.675 -0 -1.45819 -29.0119 -288.675 -0 -1.45819 -29.0119 -288.675 -0
-1.48735 -29.3005 -288.675 -0 -1.48735 -29.3005 -288.675 -0 -1.48735 -29.3005 -288.675 -0
-1.51679 -29.5892 -288.675 -0 -1.51679 -29.5892 -288.675 -0 -1.51679 -29.5892 -288.675 -0
-1.54653 -29.8779 -288.675 -0 -1.54653 -29.8779 -288.675 -0 -1.54653 -29.8779 -288.675 -0
-1.57655 -30.1666 -288.675 -0 -1.57655 -30.1666 -288.675 -0 -1.57655 -30.1666 -288.675 -0
